Epoch,100
Batch size,128
Optimisation,rms = RMSprop(lr=0.0001)
Epoch,100
Batch size,128
Optimisation,rms = RMSprop(lr=0.0001)
0,1477999911.7552662,1478000379.6229796,467.8677134513855
5,1478002044.3720489,1478002460.421309,416.04926013946533
10,1478004124.52252,1478004582.5933328,458.07081270217896
15,1478006255.1302915,1478006675.0226355,419.8923439979553
20,1478008342.6856947,1478008800.7086132,458.0229184627533
25,1478010465.1354806,1478010881.206126,416.0706453323364
30,1478012545.8386023,1478013003.8670948,458.0284924507141
35,1478014678.9277892,1478015099.2607286,420.3329393863678
40,1478016771.3367693,1478017229.479107,458.1423375606537
45,1478018894.248561,1478019310.4263823,416.1778213977814
50,1478020974.9171002,1478021433.3063793,458.389279127121
