Epoch,200
Batch size,32
Optimisation,"sgd = SGD(lr=0.001, decay=1.e-6, momentum=0.9, nesterov=False)"
0	1478138044.5290499	1478138190.883445	146.3543951511383
5	1478138671.5999887	1478138791.4378233	119.83783459663391
10	1478139269.393872	1478139412.9001973	143.50632524490356
15	1478139885.5139132	1478140002.4094136	116.89550042152405
20	1478140476.5658984	1478140619.0373492	142.47145080566406
25	1478141090.880596	1478141209.5584433	118.6778473854065
30	1478141679.7053323	1478141822.0838373	142.37850499153137
35	1478142291.4844692	1478142408.6781719	117.1937026977539
40	1478142880.7458923	1478143023.5677538	142.82186150550842
45	1478143497.4803808	1478143615.9293258	118.44894504547119
50	1478144090.2367449	1478144234.0516174	143.81487250328064
55	1478144707.2898161	1478144825.081441	117.7916247844696
60	1478145299.7272627	1478145443.0345495	143.30728673934937
65	1478145917.3543267	1478146036.003101	118.64877438545227
70	1478146510.750008	1478146653.268838	142.51882982254028
75	1478147126.3663418	1478147245.6356351	119.26929330825806
80	1478147720.1718893	1478147863.0140173	142.84212803840637
85	1478148337.2702584	1478148456.4364808	119.16622233390808
90	1478148932.641395	1478149075.4465117	142.80511665344238
95	1478149551.7766461	1478149671.5321312	119.75548505783081
100	1478150148.4676232	1478150290.9728675	142.50524425506592
105	1478150766.181342	1478150885.3529162	119.17157435417175
110	1478151360.7285783	1478151503.3209455	142.5923671722412
115	1478151978.8540914	1478152097.7569463	118.9028549194336
120	1478152572.1433496	1478152715.9813335	143.83798384666443
125	1478153191.6466398	1478153309.8788497	118.23220992088318
130	1478153784.6553833	1478153927.0226073	142.3672239780426
135	1478154401.2064595	1478154519.0871553	117.88069581985474
140	1478154994.624392	1478155137.927993	143.30360102653503
145	1478155612.3970928	1478155732.2921233	119.89503049850464
150	1478156206.0248818	1478156348.4756227	142.45074081420898
155	1478156825.539592	1478156944.513068	118.97347593307495
160	1478157419.7954173	1478157564.4878058	144.6923885345459
165	1478158039.8787189	1478158159.8838227	120.00510382652283
170	1478158635.8498409	1478158779.4108293	143.5609884262085
175	1478159254.0761182	1478159374.0945609	120.01844263076782
