Epoch,100
Batch size,128
Optimisation,"sgd = SGD(lr=0.001, decay=1.e-6, momentum=0.9, nesterov=True)"
0,1477852827.2236826,1477853292.8081527,465.58447003364563
5,1477854951.557832,1477855366.1869426,414.6291105747223
10,1477857024.6358051,1477857481.0798657,456.44406056404114
15,1477859139.3109422,1477859553.9185162,414.60757398605347
20,1477861212.5563576,1477861669.0877426,456.53138494491577
25,1477863327.4303927,1477863742.0025926,414.57219982147217
30,1477865400.2354484,1477865856.5050514,456.2696030139923
35,1477867515.1147916,1477867929.745968,414.6311764717102
40,1477869587.9659362,1477870044.326024,456.3600878715515
45,1477871702.7099862,1477872117.289341,414.579354763031
50,1477873775.5530832,1477874232.0918474,456.53876423835754
