Epoch,200
Batch size,32
Optimisation,"sgd = SGD(lr=0.01, decay=1.e-6, momentum=0.9, nesterov=True)"
0	1478094814.6187232	1478094956.5576174	141.9388942718506
5	1478095430.996462	1478095549.2703323	118.27387022972107
10	1478096026.8798187	1478096170.838693	143.95887422561646
15	1478096655.5456014	1478096777.1924214	121.64682006835938
20	1478097260.808448	1478097405.1189115	144.31046342849731
25	1478097890.1878505	1478098018.1233733	127.93552279472351
30	1478098508.925376	1478098651.5779138	142.6525378227234
35	1478099124.736745	1478099243.5476234	118.81087827682495
40	1478099717.4390943	1478099859.422028	141.98293375968933
45	1478100327.9428418	1478100446.3901162	118.44727444648743
50	1478100915.893661	1478101057.0372224	141.14356136322021
55	1478101531.285979	1478101650.2140417	118.92806267738342
60	1478102125.0625088	1478102268.0648642	143.00235533714294
65	1478102738.2145948	1478102856.4399722	118.22537732124329
70	1478103329.7093549	1478103471.596925	141.88757014274597
75	1478103945.1251705	1478104063.9458432	118.82067275047302
80	1478104537.212645	1478104679.7939863	142.58134126663208
85	1478105153.4394546	1478105270.9918196	117.55236506462097
90	1478105741.5712736	1478105881.8841538	140.31288027763367
95	1478106349.0042315	1478106466.0137212	117.00948977470398
100	1478106929.7954943	1478107066.609874	136.81437969207764
105	1478107528.8497536	1478107643.4438512	114.59409761428833
110	1478108107.0752795	1478108247.0463495	139.97107005119324
115	1478108712.3367524	1478108826.665863	114.329110622406
120	1478109284.0838575	1478109423.3455307	139.2616732120514
125	1478109884.563016	1478109999.1719265	114.60891056060791
130	1478110454.798705	1478110591.6568224	136.85811734199524
135	1478111048.4552755	1478111163.4585848	115.00330924987793
140	1478111639.0824418	1478111780.147998	141.0655562877655
145	1478112261.0113971	1478112381.3865173	120.37512016296387
150	1478112871.588528	1478113017.0775423	145.48901438713074
155	1478113523.0798075	1478113650.803607	127.72379946708679
160	1478114144.3119278	1478114295.159739	150.84781122207642
165	1478114777.4263434	1478114899.2401023	121.81375885009766
170	1478115377.8579063	1478115520.5964797	142.7385733127594
175	1478115996.6489093	1478116117.3969884	120.74807906150818
