Epoch,100
Batch size,32
Optimisation,"sgd = SGD(lr=0.001, decay=1.e-6, momentum=0.9, nesterov=False)"
Epoch,200
Batch size,32
Optimisation,"sgd = SGD(lr=0.001, decay=1.e-6, momentum=0.9, nesterov=False)"
0	1478174088.2558036	1478174234.4662213	146.21041774749756
5	1478174711.5490057	1478174831.477152	119.92814636230469
10	1478175312.6330953	1478175457.1119778	144.47888255119324
15	1478175937.2916048	1478176057.4297502	120.13814544677734
20	1478176538.088177	1478176682.34284	144.25466299057007
25	1478177166.2370129	1478177287.571136	121.33412313461304
30	1478177772.3953884	1478177918.5342734	146.13888502120972
35	1478178404.0742743	1478178525.396829	121.32255458831787
40	1478179009.5771184	1478179154.9362266	145.35910820960999
45	1478179637.6858454	1478179758.4909654	120.80511999130249
